;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
21197;Departamento;Comas;4;2;3;380;30000.0;2300.0;
21198;Departamento;Comas;1;1;0;40;2300.0;649.0;96.0
21199;Departamento;Pucusana;3;1;1;75;2700.0;613.0;
21200;Departamento;Lurigancho;2;2;1;83;3500.0;1630.0;250.0
21201;Departamento;Villa El Salvador;3;1;0;92;2500.0;950.0;144.0
21202;Departamento;San Miguel;4;2;1;135;3000.0;1350.0;200.0
21203;Departamento;Jesús María;2;1;1;82;1600.0;813.0;160.0
21204;Departamento;Jesús María;4;3;1;300;3500.0;999.0;406.0
21205;Departamento;Ate;1;1;0;75;1900.0;984.0;280.0
21206;Departamento;San Borja;3;1;0;160;2500.0;2200.0;300.0
21207;Departamento;San Borja;3;2;1;180;7000.0;1600.0;330.0
21208;Departamento;La Perla;3;1;1;138;7000.0;1600.0;482.0
21209;Loft;Lince;1;0;0;40;1000.0;200.0;76.0
21210;Departamento;Rímac;1;1;0;62;3990.0;950.0;
21211;Departamento;Rímac;4;2;1;150;13900.0;1800.0;370.0
21212;Departamento;Pachacámac;1;0;0;24;750.0;322.0;21.0
21213;Departamento;Santiago de Surco;2;1;0;83;1600.0;751.0;
21214;Departamento;Pachacámac;2;1;0;62;2380.0;680.0;
21215;Departamento;Ventanilla;2;1;0;52;1000.0;170.0;
21216;Departamento;Callao;3;1;1;81;1700.0;750.0;950.0
21217;Departamento;Villa El Salvador;2;0;0;70;2500.0;576.0;119.0
21218;Departamento;San Miguel;2;1;0;79;2000.0;891.0;
21219;Departamento;Ate;4;5;3;368;8000.0;5700.0;2100.0
21220;Departamento;Rímac;2;3;1;170;11000.0;3000.0;
21221;Departamento;San Miguel;2;1;0;76;2500.0;724.0;
21222;Departamento;Santa Anita;2;0;0;60;1100.0;370.0;17.0
21223;Departamento;Villa El Salvador;1;1;1;60;2900.0;1000.0;200.0
21224;Casa en condominio;Ate;6;4;5;1000;30000.0;2700.0;1800.0
21225;Departamento;Jesús María;2;1;1;60;1500.0;620.0;
21226;Departamento;Chorrillos;2;1;1;60;1300.0;500.0;401.0
21227;Departamento;Chorrillos;2;1;1;90;2950.0;1026.0;215.0
21228;Departamento;Ate;2;1;0;65;1350.0;695.0;94.0
21229;Casa en condominio;Ate;4;3;2;220;3900.0;1100.0;960.0
21230;Departamento;Chorrillos;2;1;1;71;3200.0;875.0;
21231;Departamento;Ate;4;4;2;500;28000.0;8000.0;2000.0
21232;Departamento;Callao;2;1;2;125;2300.0;928.0;214.0
21233;Departamento;San Borja;3;1;0;105;2500.0;1400.0;220.0
21234;Departamento;Chorrillos;1;0;0;41;1750.0;474.0;25.0
21235;Departamento;Santa Anita;2;1;0;85;1100.0;180.0;79.0
21236;Casa;Lurigancho;4;0;3;280;10000.0;;520.0
21237;Departamento;San Bartolo;3;0;0;67;3000.0;1200.0;
21238;Departamento;Pueblo Libre;2;1;1;82;2800.0;1270.0;234.0
21239;Departamento;Villa María del Triunfo;2;1;0;45;1200.0;295.0;27.0
21240;Departamento;Ate;1;1;1;65;1000.0;2650.0;180.0
21241;Departamento;Comas;2;1;1;100;10900.0;4400.0;400.0
21242;Departamento;Ate;3;1;1;110;2900.0;720.0;280.0
21243;Departamento;San Borja;3;0;0;120;2700.0;1187.0;305.0
21244;Departamento;Chorrillos;2;1;1;80;3800.0;1040.0;182.0
21245;Departamento;Pueblo Libre;4;4;2;370;25000.0;4900.0;1700.0
21246;Departamento;Jesús María;2;1;0;76;1600.0;478.0;157.0
21247;Departamento;San Miguel;2;1;0;70;2000.0;526.0;764.0
21248;Departamento;San Borja;4;1;1;152;5500.0;2400.0;1900.0
21249;Flat;Lince;1;1;0;35;1100.0;950.0;20.0
21250;Casa en condominio;Ate;5;4;5;850;32000.0;1510.0;15804.0
21251;Casa;Jesús María;3;3;1;120;2200.0;926.0;260.0
21252;Departamento;Ate;2;2;0;161;3000.0;3329.0;451.0
21253;Departamento;Jesús María;3;2;0;110;2500.0;754.0;2181.0
21254;Departamento;San Bartolo;3;1;1;240;10000.0;1300.0;500.0
21255;Departamento;La Punta;1;0;0;39;900.0;246.0;
21256;Departamento;San Miguel;2;0;0;58;1300.0;470.0;24.0
21257;Departamento;La Punta;3;0;0;90;1650.0;250.0;70.0
21258;Departamento;Rímac;1;0;1;90;6000.0;600.0;138.0
21259;Departamento;Lurín;0;0;0;30;1000.0;445.0;29.0
21260;Departamento;San Borja;2;1;0;80;2600.0;845.0;90.0
21261;Departamento;San Borja;4;1;0;150;7000.0;1500.0;
21262;Departamento;San Miguel;1;0;0;40;1200.0;398.0;25.0
21263;Departamento;Villa El Salvador;3;0;0;210;3500.0;1530.0;342.0
21264;Departamento;San Borja;3;1;1;131;4000.0;1480.0;
21265;Departamento;La Punta;2;0;1;117;3100.0;;43.0
21266;Departamento;Punta Hermosa;2;0;0;70;2700.0;750.0;97.0
21267;Departamento;Lince;4;2;1;140;2000.0;600.0;
21268;Departamento;Ate;2;2;1;140;1900.0;950.0;180.0
21269;Casa;Lince;6;4;0;180;10000.0;;
21270;Departamento;Comas;3;2;1;130;6000.0;2200.0;500.0
21271;Departamento;San Miguel;1;0;0;50;1100.0;350.0;21.0
21272;Departamento;Ate;3;2;1;210;7500.0;2800.0;5800.0
21273;Departamento;Pueblo Libre;5;2;2;490;18000.0;2420.0;950.0
21274;Departamento;Punta Hermosa;3;2;1;170;9000.0;1600.0;
21275;Departamento;San Borja;2;0;0;74;2200.0;950.0;
21276;Casa;Ventanilla;3;0;0;90;2000.0;;
21277;Departamento;Pueblo Libre;3;2;1;117;4900.0;1100.0;587.0
21278;Departamento;Ate;4;3;2;150;4500.0;2000.0;
21279;Departamento;San Luis;1;1;0;49;800.0;465.0;35.0
21280;Departamento;La Punta;2;0;0;65;1800.0;538.0;68.0
21281;Departamento;Callao;4;3;1;103;2250.0;1000.0;1626.0
21282;Departamento;Punta Hermosa;2;1;1;90;3300.0;1865.0;258.0
21283;Departamento;La Molina;3;2;1;84;2000.0;900.0;824.0
21284;Departamento;Chorrillos;1;1;1;38;1500.0;480.0;24.0
21285;Departamento;Ventanilla;3;1;0;70;1200.0;200.0;
21286;Habitación;Chorrillos;1;1;0;64;4000.0;;
21287;Departamento;Comas;2;1;0;56;2600.0;990.0;204.0
21288;Departamento;Comas;3;1;2;138;7500.0;1920.0;337.0
21289;Casa;Callao;4;3;0;318;4500.0;;
21290;Departamento;Chorrillos;3;0;0;118;3000.0;1039.0;122.0
21291;Departamento;Ate;4;3;4;231;6900.0;2750.0;448.0
21292;Departamento;Jesús María;2;1;1;63;1600.0;700.0;
21293;Departamento;Comas;3;0;2;205;20000.0;3020.0;1200.0
21294;Departamento;Jesús María;2;1;1;160;3500.0;750.0;
21295;Casa en condominio;Jesús María;4;6;4;600;8000.0;1800.0;3600.0
21296;Departamento;Comas;2;0;1;60;5000.0;350.0;
21297;Departamento;Comas;3;2;2;230;29500.0;3200.0;
21298;Departamento;Santa Anita;1;0;0;52;1200.0;320.0;
21299;Departamento;Villa El Salvador;3;1;1;205;5000.0;1750.0;530.0
21300;Departamento;La Punta;2;1;0;50;1000.0;500.0;141.0
21301;Departamento;San Miguel;3;1;1;93;3000.0;1558.0;
21302;Departamento;Lurín;2;0;0;70;2700.0;600.0;72.0
21303;Departamento;Punta Hermosa;5;3;3;302;11000.0;3800.0;650.0
21304;Departamento;Rímac;4;2;2;220;17000.0;6000.0;762.0
21305;Departamento;Villa El Salvador;1;0;0;38;2980.0;350.0;50.0
21306;Departamento;Los Olivos;3;1;0;65;1350.0;300.0;
21307;Departamento;San Luis;2;1;1;52;1300.0;524.0;
21308;Departamento;Jesús María;3;2;1;194;2000.0;2128.0;
21309;Departamento;San Borja;3;2;1;300;25000.0;2700.0;1400.0
21310;Departamento;Ate;4;3;1;160;5800.0;2300.0;33470.0
21311;Departamento;Comas;4;1;1;230;13500.0;1700.0;795.0
21312;Departamento;Jesús María;3;3;2;180;3800.0;1400.0;350.0
21313;Departamento;Ate;4;3;4;148;1500.0;1600.0;196.0
21314;Departamento;Lurín;2;1;1;84;3300.0;1336.0;166.0
21315;Departamento;Chorrillos;2;1;1;74;3400.0;1563.0;130.0
21316;Departamento;San Borja;2;1;0;64;2600.0;1030.0;89.0
21317;Departamento;Bellavista;2;1;0;60;800.0;374.0;
21318;Departamento;Ventanilla;2;0;0;80;1000.0;500.0;25.0
21319;Departamento;Ventanilla;2;2;0;61;1700.0;641.0;50.0
21320;Departamento;Breña;2;1;1;80;2750.0;754.0;107.0
21321;Casa;Ate;5;1;2;244;7000.0;1624.0;618.0
21322;Habitación;Villa El Salvador;1;0;0;27;1300.0;467.0;54.0
21323;Departamento;Rímac;4;0;1;170;6700.0;2290.0;
21324;Departamento;San Borja;2;0;0;64;2490.0;552.0;73.0
21325;Departamento;Lince;2;1;0;75;1200.0;;
21326;Departamento;San Miguel;3;2;1;135;2500.0;1240.0;
21327;Departamento;San Miguel;3;0;0;100;1600.0;450.0;104.0
21328;Departamento;Chorrillos;2;1;1;80;4350.0;1100.0;244.0
21329;Departamento;Comas;4;2;2;182;7500.0;4000.0;618.0
21330;Departamento;Ate;1;1;0;58;1900.0;1100.0;
21331;Departamento;San Miguel;3;1;0;148;2200.0;990.0;196.0
21332;Departamento;Ventanilla;3;0;0;75;1500.0;580.0;
21333;Departamento;San Miguel;3;0;0;96;1800.0;1000.0;96.0
21334;Departamento;Ate;3;2;1;92;2850.0;1165.0;273.0
21335;Departamento;San Borja;3;1;0;105;3500.0;1000.0;1200.0
21336;Habitación;Pachacámac;1;0;0;42;650.0;460.0;
21337;Casa;El Agustino;1;0;1;50;800.0;;
21338;Departamento;Breña;2;1;0;70;2900.0;900.0;
21339;Departamento;San Borja;3;0;0;110;2700.0;1000.0;220.0
21340;Departamento;Jesús María;3;3;1;110;2200.0;569.0;173.0
21341;Habitación;Santa Rosa;1;0;0;30;700.0;100.0;500.0
21342;Departamento;Comas;3;2;1;140;10800.0;1917.0;181.0
21343;Casa en condominio;Jesús María;5;3;5;350;6000.0;495.0;296.0
21344;Departamento;Ventanilla;2;1;0;84;1700.0;550.0;108.0
21345;Departamento;San Borja;3;2;1;200;6500.0;1600.0;
21346;Departamento;Comas;4;2;2;257;8000.0;2700.0;680.0
21347;Departamento;San Miguel;3;2;1;110;2250.0;900.0;
21348;Departamento;La Punta;2;0;0;70;2200.0;580.0;82.0
21349;Departamento;San Borja;3;1;1;130;6300.0;1420.0;238.0
21350;Departamento;San Borja;2;0;1;140;7800.0;1300.0;198.0
21351;Departamento;San Borja;1;0;0;45;1300.0;570.0;59.0
21352;Departamento;Ate;1;2;1;102;3800.0;1500.0;
21353;Departamento;San Borja;4;1;0;155;5000.0;1500.0;230.0
21354;Departamento;San Borja;3;1;1;171;8000.0;1374.0;537.0
21355;Departamento;Lince;2;1;0;47;800.0;221.0;
21356;Departamento;Comas;1;0;0;60;3000.0;;
21357;Casa;Ate;6;4;5;600;29000.0;1300.0;
21358;Departamento;Comas;3;1;2;250;11500.0;2300.0;1037.0
21359;Habitación;Puente Piedra;0;0;0;25;800.0;350.0;
21360;Departamento;Comas;2;0;0;60;1300.0;250.0;20.0
21361;Departamento;Villa El Salvador;1;0;0;43;1800.0;432.0;58.0
21362;Departamento;Lurigancho;2;1;1;80;3500.0;755.0;270.0
21363;Departamento;Callao;1;1;1;70;1500.0;640.0;
21364;Departamento;Santa Anita;2;0;0;83;1400.0;240.0;
21365;Departamento;Jesús María;2;2;1;105;1800.0;754.0;253.0
21366;Departamento;Santa Rosa;2;1;0;90;1500.0;300.0;50.0
21367;Casa en condominio;Jesús María;4;4;2;543;10000.0;1340.0;1040.0
21368;Departamento;Callao;2;1;0;52;1200.0;270.0;35.0
21369;Departamento;Chorrillos;2;1;2;52;2500.0;1156.0;
21370;Departamento;Ate;5;3;4;300;6000.0;3350.0;713.0
21371;Departamento;Santa María del Mar;2;1;0;80;1100.0;368.0;70.0
21372;Departamento;Ate;1;0;0;67;2500.0;1553.0;266.0
21373;Departamento;Santa Rosa;2;1;0;50;1000.0;43593.0;
21374;Departamento;Jesús María;2;1;1;82;2000.0;740.0;180.0
21375;Departamento;Lince;3;1;1;71;1700.0;600.0;
21376;Departamento;San Borja;4;0;0;190;6000.0;1000.0;
21377;Departamento;Punta Hermosa;4;0;0;110;2600.0;767.0;127.0
21378;Departamento;Santa María del Mar;2;1;1;73;1200.0;750.0;
21379;Departamento;Punta Hermosa;4;1;0;308;13500.0;1700.0;
21380;Departamento;San Miguel;2;1;1;70;2200.0;680.0;70.0
21381;Departamento;Chorrillos;3;0;1;88;2500.0;572.0;152.0
21382;Departamento;San Miguel;3;1;1;106;2000.0;900.0;
21383;Flat;Comas;1;1;1;50;6500.0;;
21384;Departamento;San Borja;3;0;2;116;3900.0;700.0;
21385;Departamento;San Borja;3;0;1;120;9000.0;2600.0;280.0
21386;Departamento;Comas;4;0;1;200;10900.0;3700.0;923.0
21387;Departamento;Pueblo Libre;1;1;0;70;2200.0;1350.0;303.0
21388;Casa en condominio;Jesús María;3;2;3;260;5200.0;1650.0;
21389;Departamento;Ate;2;1;1;68;2800.0;160.0;750.0
21390;Habitación;Pachacámac;1;0;0;32;800.0;278.0;20.0
21391;Departamento;Villa El Salvador;3;0;1;170;6000.0;1600.0;564.0
21392;Departamento;Ventanilla;2;0;0;45;1100.0;270.0;
21393;Departamento;San Borja;3;0;1;166;4600.0;1800.0;2693.0
21394;Departamento;Ate;1;1;0;68;1800.0;1305.0;280.0
21395;Departamento;Rímac;2;1;0;88;4000.0;976.0;
21396;Departamento;La Punta;2;1;1;75;1200.0;460.0;
21397;Casa en condominio;Villa El Salvador;3;0;1;250;2200.0;260.0;
21398;Departamento;Lurín;2;1;0;100;3400.0;600.0;166.0
21399;Departamento;Lince;2;0;0;65;800.0;;
21400;Departamento;Barranco;2;0;0;55;900.0;;
21401;Departamento;Rímac;2;1;2;150;4500.0;2200.0;
21402;Casa;Lince;2;1;0;70;1200.0;;
21403;Departamento;Ate;3;3;3;230;9000.0;3300.0;1700.0
21404;Casa en condominio;Jesús María;4;3;4;460;8500.0;995.0;873.0
21405;Departamento;Ate;4;2;2;167;4000.0;2100.0;
21406;Departamento;Ate;4;3;4;230;16000.0;;
21407;Departamento;San Miguel;2;2;1;100;1600.0;810.0;138.0
21408;Departamento;Comas;3;2;1;250;9500.0;1750.0;550.0
21409;Departamento;Jesús María;3;1;1;80;1500.0;1100.0;118.0
21410;Departamento;Rímac;1;0;0;70;2700.0;1070.0;176.0
21411;Casa en condominio;Lince;4;5;1;200;2800.0;400.0;
21412;Departamento;Comas;2;1;0;40;3200.0;830.0;106.0
21413;Departamento;Rímac;2;1;1;136;6200.0;2000.0;450.0
21414;Departamento;Ate;5;4;5;1200;24000.0;7700.0;5800.0
21415;Departamento;San Borja;3;0;0;84;2300.0;720.0;127.0
21416;Departamento;San Miguel;1;0;0;48;1000.0;650.0;47.0
21417;Departamento;Jesús María;4;3;4;300;3500.0;1515.0;431.0
21418;Departamento;Ate;5;4;5;1147;28000.0;7000.0;55000.0
21419;Departamento;Mi Perú;3;1;0;67;1800.0;;
21420;Casa;Lima;2;4;1;195;2800.0;;138.0
21421;Departamento;San Isidro;1;0;0;55;700.0;200.0;
21422;Departamento;Santa Anita;3;1;0;110;1200.0;600.0;
21423;Departamento;San Borja;1;0;0;38;1150.0;780.0;
21424;Departamento;Comas;3;1;0;164;5000.0;1700.0;554.0
21425;Departamento;Comas;3;2;1;140;6300.0;2200.0;387.0
21426;Departamento;San Miguel;3;1;0;110;2490.0;1100.0;141.0
21427;Departamento;San Miguel;2;1;1;95;1650.0;1000.0;
21428;Departamento;San Borja;3;0;0;120;3600.0;1200.0;
21429;Departamento;Ate;4;3;3;180;9000.0;3840.0;8000.0
21430;Habitación;Punta Hermosa;0;0;0;28;1000.0;440.0;30.0
21431;Departamento;San Borja;3;0;0;90;2900.0;900.0;
21432;Departamento;Jesús María;3;2;1;100;1800.0;714.0;140.0
21433;Departamento;Jesús María;2;1;2;83;1600.0;600.0;
21434;Habitación;San Borja;1;0;0;37;1600.0;631.0;69.0
21435;Departamento;Pueblo Libre;1;1;1;68;2390.0;1430.0;320.0
21436;Departamento;Chorrillos;1;1;1;65;1850.0;900.0;100.0
21437;Departamento;Rímac;3;1;0;150;5500.0;1000.0;
21438;Departamento;San Miguel;2;1;0;84;1850.0;940.0;190.0
21439;Departamento;Ate;2;1;1;88;2200.0;1497.0;240.0
21440;Casa;Lince;2;3;1;90;1700.0;;
21441;Departamento;Ate;2;2;1;78;3550.0;3100.0;350.0
21442;Departamento;Ate;2;1;1;86;2500.0;1000.0;174.0
21443;Departamento;Villa El Salvador;2;0;1;80;3200.0;690.0;
21444;Departamento;San Miguel;3;0;0;80;1800.0;492.0;90.0
21445;Departamento;Santa Anita;3;1;0;75;1400.0;340.0;590.0
21446;Departamento;Rímac;3;1;1;120;7300.0;1480.0;230.0
21447;Departamento;Ate;4;2;1;115;2800.0;1800.0;250.0
21448;Departamento;Chorrillos;3;1;1;90;3500.0;900.0;1500.0
21449;Departamento;San Miguel;3;2;1;82;2600.0;1022.0;180.0
21450;Departamento;San Bartolo;1;0;1;45;2300.0;870.0;23.0
21451;Departamento;Pachacámac;1;0;0;35;1000.0;500.0;24.0
21452;Habitación;El Agustino;1;0;0;25;650.0;;
21453;Casa;Lince;2;2;1;100;1000.0;;
21454;Departamento;Villa El Salvador;3;2;1;91;3200.0;806.0;164.0
21455;Departamento;San Isidro;2;0;0;60;1000.0;200.0;
21456;Departamento;Pachacámac;2;0;0;53;1500.0;450.0;
21457;Departamento;Comas;2;0;0;48;2500.0;1000.0;110.0
21458;Cochera;Pachacámac;0;1;0;4;100.0;331.0;80.0
21459;Departamento;Chorrillos;2;1;1;120;5000.0;1010.0;237.0
21460;Departamento;Breña;3;2;1;122;4000.0;960.0;
21461;Departamento;Comas;1;0;0;37;1500.0;554.0;122.0
21462;Departamento;San Borja;4;1;1;223;5000.0;1840.0;377.0
21463;Departamento;Jesús María;4;2;4;202;3200.0;1100.0;1.0
21464;Casa;Santa Anita;3;1;0;80;2000.0;;
21465;Casa en condominio;Callao;3;4;2;272;3000.0;525.0;260.0
21466;Departamento;La Victoria;3;2;2;194;1700.0;1150.0;141.0
21467;Casa en condominio;Ate;5;2;2;300;8500.0;800.0;7500.0
21468;Casa;San Miguel;2;0;0;107;2300.0;500.0;
21469;Departamento;San Juan de Miraflores;2;1;0;43;800.0;684.0;16.0
21470;Departamento;San Borja;1;0;1;38;2300.0;506.0;24.0
21471;Departamento;La Punta;2;1;0;60;900.0;422.0;14.0
21472;Departamento;Callao;2;0;0;45;950.0;290.0;13.0
21473;Departamento;San Borja;1;0;0;40;950.0;579.0;67.0
21474;Departamento;Comas;2;1;1;132;15000.0;1500.0;320.0
21475;Departamento;Lurigancho;2;1;0;80;2500.0;790.0;194.0
21476;Casa en condominio;Ate;6;3;6;1000;30000.0;1300.0;1216.0
21477;Departamento;San Borja;2;0;0;70;4000.0;;
21478;Departamento;San Luis;2;1;1;105;2800.0;600.0;
21479;Departamento;Jesús María;3;2;1;250;3000.0;1156.0;
21480;Departamento;Ate;2;1;1;65;2100.0;1100.0;
21481;Departamento;Jesús María;3;2;3;145;2500.0;850.0;350.0
21482;Habitación;Lurín;0;0;0;22;1100.0;471.0;29.0
21483;Departamento;Lurigancho;3;2;1;92;4000.0;1250.0;359.0
21484;Departamento;San Borja;2;0;0;62;2500.0;;
21485;Departamento;Ate;5;4;5;1147;24000.0;8451.0;60977.0
21486;Departamento;Lurigancho;2;1;1;72;2800.0;940.0;140.0
21487;Departamento;San Miguel;2;0;1;74;2200.0;650.0;150.0
21488;Departamento;Rímac;3;2;1;170;13000.0;2800.0;680.0
21489;Departamento;La Punta;2;1;0;49;1900.0;770.0;15.0
21490;Departamento;Rímac;2;1;2;155;5500.0;1500.0;550.0
21491;Departamento;Jesús María;4;2;2;180;4100.0;1500.0;800.0
21492;Departamento;Lince;2;1;0;61;1000.0;281.0;35.0
21493;Departamento;Chorrillos;1;1;0;57;2500.0;1300.0;130.0
21494;Casa;Ate;2;1;1;65;1700.0;;
21495;Departamento;Comas;3;2;1;90;5700.0;1323.0;365.0
21496;Habitación;San Borja;1;0;0;45;1600.0;580.0;24.0
21497;Departamento;Lurigancho;3;1;1;115;3500.0;910.0;
21498;Departamento;Mi Perú;1;0;0;64;700.0;200.0;
21499;Casa en condominio;Jesús María;4;3;0;270;5550.0;570.0;4485.0
21500;Departamento;San Borja;1;0;0;50;2000.0;660.0;71.0
21501;Departamento;Chorrillos;1;0;0;50;2200.0;340.0;
21502;Departamento;San Borja;1;0;0;36;1300.0;458.0;72.0
21503;Departamento;Ate;2;3;2;115;2500.0;3800.0;600.0
21504;Habitación;San Borja;1;0;1;35;2300.0;400.0;30.0
21505;Departamento;Pueblo Libre;3;2;2;203;8000.0;1925.0;940.0
21506;Departamento;Comas;3;1;0;80;3650.0;1150.0;158.0
21507;Departamento;Comas;3;1;1;140;8000.0;930.0;1460.0
21508;Departamento;San Miguel;2;1;0;85;1700.0;580.0;100.0
21509;Departamento;Rímac;2;1;1;164;10000.0;2600.0;450.0
21510;Departamento;La Molina;1;1;0;55;1000.0;500.0;
21511;Casa;Punta Hermosa;4;3;2;450;45000.0;2650.0;5900.0
21512;Departamento;San Miguel;1;1;0;57;1700.0;595.0;495.0
21513;Departamento;Ate;4;3;4;300;9800.0;4000.0;900.0
21514;Departamento;Santa Rosa;1;1;0;54;1000.0;450.0;34.0
21515;Departamento;Rímac;3;3;1;190;11000.0;1709.0;625.0
21516;Departamento;San Borja;3;1;0;100;4800.0;890.0;
21517;Departamento;San Borja;3;1;1;200;5500.0;2000.0;
21518;Casa;Callao;4;3;4;400;16000.0;;2200.0
21519;Departamento;Ate;3;1;1;74;2250.0;600.0;74.0
21520;Departamento;San Miguel;3;1;0;103;1950.0;610.0;99.0
21521;Departamento;Ate;3;2;1;123;5000.0;2600.0;780.0
21522;Departamento;Villa El Salvador;3;1;1;127;5300.0;770.0;267.0
21523;Departamento;Punta Hermosa;3;1;1;114;3800.0;1100.0;216.0
21524;Departamento;Callao;2;1;0;60;1250.0;570.0;67.0
21525;Departamento;Ancón;2;0;0;50;640.0;25.0;
21526;Departamento;Ate;2;1;1;65;1550.0;936.0;121.0
21527;Casa;Santa María del Mar;1;0;0;50;800.0;;17.0
21528;Departamento;San Bartolo;2;1;1;83;3300.0;1200.0;200.0
21529;Departamento;Bellavista;2;1;0;50;1100.0;;
21530;Departamento;Villa El Salvador;2;1;0;83;3000.0;850.0;131.0
21531;Departamento;Comas;1;0;0;38;5500.0;;
21532;Departamento;Jesús María;3;2;2;90;2500.0;650.0;
21533;Departamento;Santa María del Mar;2;0;0;199;1300.0;;
21534;Departamento;Rímac;3;1;1;96;5500.0;1500.0;250.0
21535;Departamento;Ate;1;1;1;48;1200.0;660.0;55.0
21536;Departamento;Callao;2;0;0;68;1300.0;580.0;98.0
21537;Departamento;San Miguel;2;1;1;90;2400.0;800.0;80.0
21538;Departamento;Pucusana;3;0;0;80;2200.0;250.0;20.0
21539;Departamento;Pueblo Libre;3;1;1;101;3500.0;1155.0;281.0
21540;Casa;Surquillo;1;0;0;40;700.0;;
21541;Departamento;Punta Hermosa;3;0;0;120;2700.0;700.0;130.0
21542;Departamento;Ate;1;1;1;70;2400.0;1000.0;260.0
21543;Departamento;Comas;3;3;2;180;14000.0;4000.0;720.0
21544;Departamento;Ventanilla;1;0;0;50;1200.0;450.0;
21545;Casa;Santiago de Surco;4;3;4;800;35000.0;;
21546;Departamento;Jesús María;2;1;2;75;1700.0;1020.0;170.0
21547;Departamento;Ate;2;0;2;107;4200.0;1400.0;250.0
21548;Departamento;Comas;1;0;0;60;1800.0;620.0;50.0
21549;Departamento;San Miguel;1;0;0;39;1400.0;251.0;24.0
21550;Departamento;San Borja;3;1;1;194;6000.0;1750.0;194.0
21551;Departamento;La Punta;2;1;0;80;1000.0;530.0;25.0
21552;Departamento;Punta Hermosa;2;2;1;152;3300.0;2400.0;398.0
21553;Departamento;Lince;4;2;1;235;4200.0;2539.0;
21554;Departamento;San Borja;1;0;0;45;1500.0;784.0;65.0
21555;Departamento;San Borja;4;2;0;389;11800.0;4829.0;1153.0
21556;Departamento;Ate;3;2;3;138;5800.0;1740.0;367.0
21557;Departamento;Punta Hermosa;1;0;0;51;1400.0;505.0;30.0
21558;Departamento;Ate;2;1;1;78;1800.0;630.0;60.0
21559;Departamento;Rímac;4;3;4;304;30000.0;5525.0;1365.0
21560;Departamento;Comas;3;2;1;117;6600.0;2340.0;387.0
21561;Casa;Jesús María;4;0;2;600;8500.0;;1858.0
21562;Departamento;San Luis;2;1;1;60;1000.0;530.0;58.0
21563;Departamento;Ate;1;0;0;68;1600.0;1100.0;255.0
21564;Departamento;Pachacámac;1;0;0;34;800.0;330.0;18.0
21565;Departamento;La Punta;2;0;0;60;1300.0;540.0;
21566;Departamento;Comas;3;1;1;110;5500.0;1240.0;325.0
21567;Departamento;Jesús María;3;2;1;118;2200.0;660.0;
21568;Departamento;San Miguel;3;1;0;170;3000.0;945.0;225.0
21569;Departamento;Lince;3;2;1;200;5000.0;1855.0;230.0
21570;Departamento;Chorrillos;2;1;1;104;3000.0;1100.0;1800.0
21571;Departamento;Villa El Salvador;1;0;0;50;1700.0;570.0;
21572;Departamento;San Borja;3;1;1;148;3500.0;1540.0;344.0
21573;Departamento;Los Olivos;2;1;1;90;1500.0;640.0;
21574;Departamento;Breña;3;2;1;105;5500.0;1828.0;257.0
21575;Departamento;Punta Hermosa;2;2;1;100;4000.0;2200.0;180.0
21576;Departamento;San Borja;3;0;0;110;6000.0;860.0;150.0
21577;Departamento;San Borja;3;1;1;140;3500.0;1259.0;236.0
21578;Departamento;Villa El Salvador;3;1;2;195;6500.0;1300.0;575.0
21579;Departamento;Ate;2;1;1;74;2000.0;1106.0;
21580;Departamento;Mi Perú;2;1;1;70;1600.0;830.0;100.0
21581;Departamento;Jesús María;3;1;1;120;1800.0;724.0;205.0
21582;Departamento;Pueblo Libre;3;1;1;120;7200.0;3000.0;600.0
21583;Departamento;Comas;3;0;1;80;7000.0;500.0;500.0
21584;Habitación;San Borja;1;0;0;30;2700.0;400.0;25.0
21585;Departamento;Jesús María;2;1;1;107;2000.0;751.0;
21586;Departamento;Rímac;2;1;1;85;6400.0;2000.0;450.0
21587;Departamento;Comas;6;6;4;600;30000.0;8000.0;1887.0
21588;Departamento;San Borja;1;0;0;39;2500.0;590.0;25.0
21589;Departamento;Jesús María;2;3;1;214;3000.0;900.0;
21590;Departamento;Pachacámac;2;0;0;60;1900.0;600.0;205.0
21591;Departamento;Comas;4;2;1;141;7500.0;1459.0;
21592;Departamento;Ate;2;1;1;70;3500.0;1250.0;338.0
21593;Departamento;Santa María del Mar;2;1;1;59;1500.0;580.0;560.0
21594;Departamento;Comas;3;2;2;186;28000.0;2950.0;9800.0
21595;Departamento;Ate;5;4;5;340;10000.0;3500.0;11000.0
21596;Departamento;Chorrillos;1;1;0;45;2150.0;;80.0
21597;Departamento;Ate;3;2;2;72;2400.0;610.0;67.0
21598;Departamento;Jesús María;2;1;1;117;1400.0;650.0;143.0
21599;Departamento;Rímac;1;0;0;50;2800.0;710.0;
21600;Flat;Ate;1;1;1;52;4000.0;2400.0;500.0
21601;Flat;Comas;2;2;2;94;9000.0;4427.0;673.0
21602;Flat;Comas;2;0;1;91;13500.0;4300.0;445.0
21603;Habitación;Villa El Salvador;1;0;0;35;1100.0;500.0;29.0
21604;Departamento;Ate;3;2;1;130;4800.0;1100.0;
21605;Departamento;Callao;2;1;1;53;1200.0;636.0;55.0
